v1,v2,,,
Phishing,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,,,
Legitimate,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",,,
Phishing,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,,,
Legitimate,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",,,
Legitimate,Kinda. First one gets in at twelve! Aah. Speak tomo,,,
Phishing,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",,,
Legitimate,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,,,
Legitimate,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,,,
Phishing,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",,,
Legitimate,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,,,
Legitimate,I wont touch you with out your permission.,,,
Phishing,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,,,
Legitimate,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
Legitimate,Take some small dose tablet for fever,,,
Legitimate,Oh. U must have taken your REAL Valentine out shopping first.,,,
Legitimate,"Just sent you an email ‰ÛÒ to an address with incomm in it, is that right?",,,
Legitimate,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",,,
Legitimate,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",,,
Legitimate,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",,,
Legitimate,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,,,
Legitimate,Why you keeping me away like this,,,
Legitimate,I think its far more than that but find out. Check google maps for a place from your dorm.,,,
Legitimate,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,,,
Legitimate,Have you always been saying welp?,,,
Legitimate,"I'm a guy, browsin is compulsory",,,
Legitimate,Ok...,,,
Legitimate,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,,,
Legitimate,"Sorry, I'll call later",,,
Legitimate,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",,,
Legitimate,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",,,
Legitimate,I told your number to gautLegitimate..,,,
Legitimate,Tell them no need to investigate about me anywhere.,,,
Legitimate,Ok i juz receive..,,,
Legitimate,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",,,
Phishing,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",,,
Legitimate,In the end she might still vomit but its okay. Not everything will come out.,,,
Legitimate,How are you with moneY...as in to you...money aint a thing....how are you sha!,,,
Legitimate,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,,,
Legitimate,Hey gals.. Anyone of u going down to e driving centre tmr?,,,
Legitimate,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,,,
Legitimate,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,,,
Legitimate,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",,,
Phishing,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",,,
Legitimate,Host-based IDPS for linux systems.,,,
Phishing,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,
Legitimate,Don no da:)whats you plan?,,,
Legitimate,Ill be there on  &lt;#&gt;  ok.,,,
Legitimate,Oh my God. I'm almost home,,,
Legitimate,Total video converter free download type this in google search:),,,
Phishing,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,,,
Legitimate,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
Legitimate,Sounds like something that someone testing me would sayy,,,
Legitimate,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,,,
Legitimate,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",,,
Legitimate,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,,,
Legitimate,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",,,
Legitimate,Hows the cLegitimatep just leaving glasgow!,,,
Legitimate,K:)all the best:)congrats...,,,
Legitimate,I wonder if you'll get this text?,,,
Legitimate,I need to come home and give you some good lovin...,,,
Phishing,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,,,
Legitimate,Shall i ask one thing if you dont mistake me.,,,
Legitimate,Check wid corect speling i.e. Sarcasm,,,
Phishing,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",,,
Legitimate,Are you angry with me. What happen dear,,,
Legitimate,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,,,
Legitimate,Yup ok thanx...,,,
Legitimate,Hi:)cts employee how are you?,,,
Legitimate,Pls pls find out from aunt nike.,,,
Legitimate,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",,,
Legitimate,No screaming means shouting..,,,
Legitimate,Hey what happen de. Are you alright.,,,
Legitimate,Should I have picked up a receipt or something earlier,,,
Legitimate,I think chennai well settled?,,,
Legitimate,Oh dang! I didn't mean o send that to you! Lol!,,,
Legitimate,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,,,
Legitimate,Horrible bf... I now v hungry...,,,
Legitimate,Remember on that day..,,,
Phishing,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,
Legitimate,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,,,
Legitimate,All sounds good. Fingers . Makes it difficult to type,,,
Legitimate,Midnight at the earliest,,,
Legitimate,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,,,
Legitimate,K come to nordstrom when you're done,,,
Legitimate,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,
Legitimate,Now press conference da:),,,
Phishing,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",,,
Legitimate,After completed degree. There is no use in joining finance.,,,
Legitimate,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",,,
Legitimate,Shant disturb u anymore... Jia you...,,,
Legitimate,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,,,
Legitimate,"Me, i dont know again oh",,,
Legitimate,Dude sux for snake. He got old and raiden got buff,,,
Legitimate,He says hi and to get your ass back to south tampa (preferably at a kegger),,,
Legitimate,In e msg jus now. U said thanks for gift.,,,
Legitimate,U too...,,,
Legitimate,Ok how you dear. Did you call chechi,,,
Legitimate,Yeah we do totes. When u wanna?,,,
Legitimate,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,,,
Legitimate,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),,,
Legitimate,Wat r u doing?,,,
Legitimate,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,,,
Legitimate,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"," don't miss ur best life for anything... Gud nyt...""",,
Legitimate,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",,,
Legitimate,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,,,
Legitimate,Dude just saw a parked car with its sunroof popped up. Sux,,,
Legitimate,Get ready to put on your excellent sub face :),,,
Legitimate,Tmrw. Im finishing 9 doors,,,
Legitimate,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",,,
Legitimate,I am late. I will be there at,,,
Legitimate,"whatever, im pretty pissed off.",,,
Legitimate,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
Legitimate,I dont have that much image in class.,,,
Legitimate,No:-)i got rumour that you going to buy apartment in chennai:-),,,
Legitimate,Near kalainar tv office.thenampet,,,
Phishing,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,,,
Phishing,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,,,
Legitimate,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,,,
Legitimate,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",,,
Legitimate,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,,,
Legitimate,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",,,
Legitimate,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,,,
Legitimate,"Why is that, princess? I bet the brothas are all chasing you!",,,
Legitimate,"I shall book chez jules for half eight, if that's ok with you?",,,
Legitimate,Hhahhaahahah rofl wtf nig was leonardo in your room or something,,,
Legitimate,"Yep, at derek's house now, see you Sunday &lt;3",,,
Legitimate,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",,,
Legitimate,"Sorry, I'll call later",,,
Legitimate,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,,,
Legitimate,There are no other charges after transfer charges and you can withdraw anyhow you like,,,
Legitimate,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",,,
